,Number of Stars,Full Review,title
45,5,"I bought it on 26 March and now after one week writing this review.

I am happy with the image quality with the kit lens but it can be upgraded if you use another better ""Prime"" lens from Sigma or Zeiss lens.
The video quality is not that good in low light but if you are filming in good lighting condition, It will work awesome.
Continuous focus is good but in low light, it searches for the object too much.",
46,5,Awesome Camera. But lens is not good. Buy sigma lens for this camera. If you are looking for cheaper prime lens (blurry background) buy neewer 35mm f1.7 emount lens. It is manual focus lens. But sharp and good.,
47,5,"Got my sony camera in well condition. I would like to run it with easy guide. My eye got tired when I read its manul and user guide. And I also don't like to see utube etc. Those all r difficult for my eyes. So please send me bold and easy guide , so tht I enjoy my product",
48,5,"very good camera as compared to other brand.... as many features in this small camera, easy caaraible as itss small size and work better than a bulky old dslrs",
49,5,"its battery charge isn't good, but you can keep extra batteries, otherwise it's good as any good dslr. It is more handy than dslr because it is light weighted and you can easily carry it in your pocket unlike dslr. Worth one!!! M quite happy with dis one :)",
50,5,"After using for a short period of time, it gives professional experience. Great quality product with this budget. I want you to prefer Sony alpha ILCE -6000Y for beginner photography. cinematic video recording is awesome at this price. I just attaching few photos below to show my experience.",
51,5,"Best camara at this price point and sony have most satisfying technology then others. Kit lenses are enough to capture high quality images
Attaching some shots captured with my sony alpha 6000 kit lenses",
52,3,"Pros:
1. Features/Price in Camera body
2. EVF, Focus Peeking in manual focus.
3. Wifi connectivity - simplifies workflow
4. Adapted lenses, availability of adapters (shop from aliexpress)
5. USB charging - supplied charger is too slow, i use my power bank 1.2 A output to charge my sony a6000
6. Size, Weight

Cons:
1. Lenses
Sony E mount lenses cost double of what their/nikon/canon dslr lenses costs. Lens lineup is not that strong either.

Have to hunt for availability of...",
53,5,"I was owning D5100 and was thinking to upgrade to full frame. But then a thought came to mind - I am not professional and carrying 1.5 weight during travel is not worth. what I can achieve is just better low light performance ?? at very high cost ?. as a non professional I thought that its important for me to have lite weight gear that's easy to carry. I read about iso performance of this and decided to go with 6000L.
I am happy with my decision , kit lens is super sharp through out focal le...",
54,4,"I was more reviewed after purchased this camera. This sony camera good product from dslr beginners. Only dis advantage mic on video suit. This is good money value product. Delivery time was lightly delay, but all assesories and camera were safely delivered.camera and zoom lens good result, see my image. The video recording is fine.",
55,5,"Wonderful and technically perfect camera at half the price of a highend DSLR camera. Recently I had been to Goa and Ooty and shot many pics which are beautiful and clear. Having very good experience with this camera.

C Bhattacharya",
56,4,"I am glad that I bought this, photos make me happy (with the kit lens). Would love to see the photos with better lens on this camera.",
57,5,It's an good option for beginners and image quality is also good . I like it . And here some samples,
58,5,"Amazing Camera...
Very easy to operate..
Very Fast... (auto focus & capture)
Very intelligent Auto mode.. called Superior Auto.. which u can customize as per ur requirement...
Very fine detailing in photos...
compact size is definitely a huge Advantage over DSLRs..
for the same quality of the images...

also, Good offer price by Flipkart and quick delivery...",
59,5,"Great Mirror less Camera at very great price. I got it for 49K with no cost emi. I do not know much about cameras but my friends who deal with these cameras told me to stick to this one as this is entry mirror less and now mirror less is the future of photography, so I did. Second option in mind was Canon 200d and I was told to keep this one. Photos are truly amazing.",
60,5,"Delivered before time so good job flipkart..
I have very little knowledge on photography. I am total amateur. But everyday I'm learning new stuffs and I'm loving it. It was a good deal..",
61,5,"I brought this product recently. Pretty much satisfied with the product and the quality of images. Along with, I brought 10000amh power bank so that I can charge the camera when the charging level is lower. I am a Sony lover so I did not see any potential drawbacks.",
62,5,"If you are a beginner i would suggest buy the body alone and then get a good glass.
Pair this baby with a Sigma 30mm f1.4 and Boom You get super sharp images wit that nice Bokeh BG ;)
Started loving Mirror less and my next upgrade will be a Sony Full frame. #MirrorlessFTW",
63,5,"Fabulous camera, even though it is an older model it is still good in 2020. I used Canon 1200D for 6 years and wanted to upgrade. Glad I made this choice. Mirrorless camera makes huge difference as you see on the screen what you will get in the shot. And the color reproduction in sony cameras is amazing. I have only used it for pics so far and havent used video a lot.",
